,year,state,r_win,d_win,r_votes,d_votes
889,2010,SOUTH CAROLINA,5.0,1.0,753932.0,537323.0
890,2010,SOUTH DAKOTA,1.0,0.0,153703.0,146589.0
891,2010,TENNESSEE,7.0,2.0,955078.0,541527.0
892,2010,TEXAS,23.0,9.0,3058203.0,1450150.0
893,2010,UTAH,2.0,1.0,390969.0,218236.0
894,2010,VERMONT,0.0,1.0,76403.0,154006.0
895,2010,VIRGINIA,8.0,3.0,1186098.0,911116.0
896,2010,WASHINGTON,4.0,5.0,1135166.0,1296502.0
897,2010,WEST VIRGINIA,2.0,1.0,283085.0,227857.0
898,2010,WISCONSIN,5.0,3.0,1165761.0,938690.0
899,2010,WYOMING,1.0,0.0,131661.0,45768.0
900,2012,ALABAMA,6.0,1.0,1233624.0,693498.0
901,2012,ALASKA,1.0,0.0,185296.0,82927.0
902,2012,ARIZONA,4.0,5.0,1131663.0,946994.0
903,2012,ARKANSAS,4.0,0.0,637591.0,304770.0
904,2012,CALIFORNIA,15.0,38.0,4530012.0,7392703.0
905,2012,COLORADO,4.0,3.0,1143796.0,1080153.0
906,2012,CONNECTICUT,0.0,5.0,490580.0,884398.0
907,2012,DELAWARE,0.0,1.0,129757.0,249933.0
908,2012,FLORIDA,17.0,10.0,3826523.0,3392403.0
909,2012,GEORGIA,9.0,5.0,2104098.0,1448869.0
910,2012,HAWAII,0.0,2.0,137531.0,285008.0
911,2012,IDAHO,2.0,0.0,406814.0,208297.0
912,2012,ILLINOIS,6.0,12.0,2207818.0,2743702.0
913,2012,INDIANA,7.0,2.0,1351760.0,1142554.0
914,2012,IOWA,2.0,2.0,726505.0,772387.0
915,2012,KANSAS,4.0,0.0,740981.0,195505.0
916,2012,KENTUCKY,5.0,1.0,1027582.0,684744.0
917,2012,LOUISIANA,5.0,1.0,1143027.0,359190.0
918,2012,MAINE,0.0,2.0,265982.0,427819.0
919,2012,MARYLAND,1.0,7.0,858406.0,1641730.0
920,2012,MASSACHUSETTS,0.0,9.0,697637.0,2080594.0
921,2012,MICHIGAN,9.0,5.0,2086804.0,2327985.0
922,2012,MINNESOTA,3.0,4.0,1210409.0,869789.0
923,2012,MISSISSIPPI,3.0,1.0,703635.0,411398.0
924,2012,MISSOURI,6.0,2.0,1463586.0,1119554.0
925,2012,MONTANA,1.0,0.0,255468.0,204939.0
926,2012,NEBRASKA,3.0,0.0,496276.0,276239.0
927,2012,NEVADA,2.0,2.0,457239.0,453310.0
928,2012,NEW HAMPSHIRE,0.0,2.0,311636.0,340925.0
929,2012,NEW JERSEY,6.0,6.0,1430325.0,1794301.0
930,2012,NEW MEXICO,1.0,2.0,343269.0,422189.0
931,2012,NEW YORK,5.0,22.0,1947575.0,3897953.0
932,2012,NORTH CAROLINA,9.0,4.0,2137167.0,2218357.0
933,2012,NORTH DAKOTA,1.0,0.0,173585.0,0.0
934,2012,OHIO,12.0,4.0,2620233.0,2412385.0
935,2012,OKLAHOMA,5.0,0.0,856872.0,410324.0
936,2012,OREGON,1.0,4.0,687839.0,949660.0
937,2012,PENNSYLVANIA,13.0,5.0,2710070.0,2793538.0
938,2012,RHODE ISLAND,0.0,2.0,161926.0,232679.0
939,2012,SOUTH CAROLINA,6.0,1.0,1026129.0,714191.0
940,2012,SOUTH DAKOTA,1.0,0.0,207640.0,153789.0
941,2012,TENNESSEE,7.0,2.0,1369562.0,796513.0
942,2012,TEXAS,24.0,12.0,4429270.0,2949900.0
943,2012,UTAH,3.0,1.0,647873.0,324309.0
944,2012,VERMONT,0.0,1.0,67543.0,208600.0
945,2012,VIRGINIA,8.0,3.0,1876761.0,1806025.0
946,2012,WASHINGTON,4.0,6.0,1369540.0,1636726.0
947,2012,WEST VIRGINIA,2.0,1.0,384253.0,257101.0
948,2012,WISCONSIN,5.0,3.0,1401995.0,1445015.0
949,2012,WYOMING,1.0,0.0,166452.0,57573.0
950,2014,ALABAMA,6.0,1.0,704533.0,331764.0
951,2014,ALASKA,1.0,0.0,142572.0,114602.0
952,2014,ARIZONA,5.0,4.0,817168.0,577943.0
953,2014,ARKANSAS,4.0,0.0,509631.0,254774.0
954,2014,CALIFORNIA,14.0,39.0,2950679.0,4067737.0
955,2014,COLORADO,4.0,3.0,1000197.0,936417.0
956,2014,CONNECTICUT,0.0,5.0,409513.0,596390.0
957,2014,DELAWARE,0.0,1.0,85146.0,137251.0
958,2014,FLORIDA,17.0,10.0,2713454.0,2130627.0
959,2014,GEORGIA,10.0,4.0,1349076.0,956361.0
960,2014,HAWAII,0.0,2.0,120084.0,235400.0
961,2014,IDAHO,2.0,0.0,275072.0,160078.0
962,2014,ILLINOIS,8.0,10.0,1721865.0,1822779.0
963,2014,INDIANA,7.0,2.0,788762.0,502104.0
964,2014,IOWA,3.0,1.0,595865.0,509189.0
965,2014,KANSAS,4.0,0.0,540756.0,311530.0
966,2014,KENTUCKY,5.0,1.0,887157.0,508151.0
967,2014,LOUISIANA,5.0,1.0,1031270.0,406186.0
968,2014,MAINE,1.0,1.0,228071.0,305242.0
969,2014,MARYLAND,1.0,7.0,704400.0,978267.0
970,2014,MASSACHUSETTS,0.0,9.0,308598.0,1475442.0
971,2014,MICHIGAN,9.0,5.0,1466749.0,1519030.0
972,2014,MINNESOTA,3.0,2.0,913539.0,296169.0
973,2014,MISSISSIPPI,3.0,1.0,329169.0,230014.0
974,2014,MISSOURI,6.0,2.0,838283.0,513600.0
975,2014,MONTANA,1.0,0.0,203871.0,148690.0
976,2014,NEBRASKA,2.0,1.0,340816.0,185234.0
977,2014,NEVADA,3.0,1.0,304809.0,210147.0
978,2014,NEW HAMPSHIRE,1.0,1.0,232379.0,247469.0
979,2014,NEW JERSEY,6.0,6.0,877265.0,914172.0
980,2014,NEW MEXICO,1.0,2.0,240542.0,271222.0
981,2014,NEW YORK,9.0,18.0,1257412.0,1788105.0
982,2014,NORTH CAROLINA,10.0,3.0,1555364.0,1234027.0
983,2014,NORTH DAKOTA,1.0,0.0,138100.0,0.0
984,2014,OHIO,12.0,4.0,1770923.0,1179587.0
985,2014,OKLAHOMA,5.0,0.0,457614.0,174022.0
986,2014,OREGON,1.0,4.0,582909.0,778139.0
987,2014,PENNSYLVANIA,13.0,5.0,1833205.0,1467594.0
988,2014,RHODE ISLAND,0.0,2.0,122721.0,192776.0
989,2014,SOUTH CAROLINA,6.0,1.0,734456.0,377025.0
990,2014,SOUTH DAKOTA,1.0,0.0,183834.0,92485.0
991,2014,TENNESSEE,7.0,2.0,848846.0,448421.0
992,2014,TEXAS,25.0,11.0,2684592.0,1474016.0
993,2014,UTAH,4.0,0.0,351034.0,183491.0
994,2014,VERMONT,0.0,1.0,59432.0,123349.0
995,2014,VIRGINIA,8.0,3.0,1143747.0,845939.0
996,2014,WASHINGTON,4.0,6.0,981853.0,1047747.0
997,2014,WEST VIRGINIA,3.0,0.0,242823.0,182484.0
998,2014,WISCONSIN,5.0,3.0,1233341.0,1102581.0
999,2014,WYOMING,1.0,0.0,113038.0,37803.0
1000,2016,ALABAMA,6.0,1.0,1222018.0,621911.0
1001,2016,ALASKA,1.0,0.0,155088.0,111019.0
1002,2016,ARIZONA,5.0,4.0,1264785.0,1034687.0
1003,2016,ARKANSAS,4.0,0.0,760415.0,111347.0
1004,2016,CALIFORNIA,14.0,39.0,4682033.0,8624432.0
1005,2016,COLORADO,4.0,3.0,1288618.0,1263791.0
1006,2016,CONNECTICUT,0.0,5.0,558162.0,916815.0
1007,2016,DELAWARE,0.0,1.0,172301.0,233554.0
1008,2016,FLORIDA,16.0,11.0,4733630.0,3985050.0
1009,2016,GEORGIA,10.0,4.0,2272460.0,1498437.0
1010,2016,HAWAII,0.0,2.0,85626.0,316265.0
1011,2016,IDAHO,2.0,0.0,447544.0,208992.0
1012,2016,ILLINOIS,7.0,11.0,2397436.0,2810536.0
1013,2016,INDIANA,7.0,2.0,1442989.0,1052901.0
1014,2016,IOWA,3.0,1.0,813153.0,673969.0
1015,2016,KANSAS,4.0,0.0,694240.0,317635.0
1016,2016,KENTUCKY,5.0,1.0,1248140.0,516904.0
1017,2016,LOUISIANA,5.0,1.0,1177543.0,530050.0
1018,2016,MAINE,1.0,1.0,357447.0,386627.0
1019,2016,MARYLAND,1.0,7.0,962088.0,1636200.0
1020,2016,MASSACHUSETTS,0.0,9.0,451121.0,2344518.0
1021,2016,MICHIGAN,9.0,5.0,2243402.0,2193980.0
1022,2016,MINNESOTA,3.0,5.0,1334679.0,974996.0
1023,2016,MISSISSIPPI,3.0,1.0,680810.0,449896.0
1024,2016,MISSOURI,6.0,2.0,1600524.0,1041306.0
1025,2016,MONTANA,1.0,0.0,285358.0,205919.0
1026,2016,NEBRASKA,3.0,0.0,557557.0,221069.0
1027,2016,NEVADA,1.0,3.0,498104.0,508113.0
1028,2016,NEW HAMPSHIRE,0.0,2.0,316001.0,336451.0
1029,2016,NEW JERSEY,5.0,7.0,1541631.0,1821620.0
1030,2016,NEW MEXICO,1.0,2.0,343124.0,436932.0
1031,2016,NEW YORK,9.0,18.0,2140917.0,4202200.0
1032,2016,NORTH CAROLINA,10.0,3.0,2447326.0,2142661.0
1033,2016,NORTH DAKOTA,1.0,0.0,233980.0,80377.0
1034,2016,OHIO,12.0,4.0,2996017.0,2154523.0
1035,2016,OKLAHOMA,5.0,0.0,781692.0,305222.0
1036,2016,OREGON,1.0,4.0,730894.0,1026851.0
1037,2016,PENNSYLVANIA,13.0,5.0,3096576.0,2625157.0
1038,2016,RHODE ISLAND,0.0,2.0,141324.0,263642.0
1039,2016,SOUTH CAROLINA,6.0,1.0,1177365.0,767627.0
1040,2016,SOUTH DAKOTA,1.0,0.0,237163.0,132810.0
1041,2016,TENNESSEE,7.0,2.0,1493740.0,814181.0
1042,2016,TEXAS,25.0,11.0,4877605.0,3160535.0
1043,2016,UTAH,4.0,0.0,710635.0,356287.0
1044,2016,VERMONT,0.0,1.0,0.0,264414.0
1045,2016,VIRGINIA,7.0,4.0,1843010.0,1859426.0
1046,2016,WASHINGTON,4.0,6.0,1404890.0,1736145.0
1047,2016,WEST VIRGINIA,3.0,0.0,445017.0,224449.0
1048,2016,WISCONSIN,5.0,3.0,1270279.0,1379996.0
1049,2016,WYOMING,1.0,0.0,156176.0,75466.0
1050,2018,ALABAMA,6.0,1.0,975737.0,678687.0
1051,2018,ALASKA,1.0,0.0,149779.0,131199.0
1052,2018,ARIZONA,4.0,5.0,1139251.0,1179193.0
1053,2018,ARKANSAS,4.0,0.0,556339.0,312978.0
1054,2018,CALIFORNIA,7.0,46.0,3973396.0,8010445.0
1055,2018,COLORADO,3.0,4.0,1079772.0,1343211.0
1056,2018,CONNECTICUT,0.0,5.0,512495.0,808652.0
1057,2018,DELAWARE,0.0,1.0,125384.0,227353.0
1058,2018,FLORIDA,14.0,13.0,3675417.0,3307232.0
1059,2018,GEORGIA,9.0,5.0,1987191.0,1814469.0
1060,2018,HAWAII,0.0,2.0,87348.0,287921.0
1061,2018,IDAHO,2.0,0.0,367993.0,207303.0
1062,2018,ILLINOIS,5.0,13.0,1754449.0,2757540.0
1063,2018,INDIANA,7.0,2.0,1247978.0,1000104.0
1064,2018,IOWA,1.0,3.0,612338.0,664676.0
1065,2018,KANSAS,3.0,1.0,563190.0,464380.0
1066,2018,KENTUCKY,5.0,1.0,935304.0,612977.0
1067,2018,LOUISIANA,5.0,1.0,835715.0,553184.0
1068,2018,MAINE,0.0,2.0,247514.0,340426.0
1069,2018,MARYLAND,1.0,7.0,737906.0,1493047.0
1070,2018,MASSACHUSETTS,0.0,9.0,497953.0,1943597.0
1071,2018,MICHIGAN,7.0,7.0,1853459.0,2175003.0
1072,2018,MINNESOTA,3.0,0.0,1125533.0,0.0
1073,2018,MISSISSIPPI,3.0,1.0,471162.0,398770.0
1074,2018,MISSOURI,6.0,2.0,1330975.0,1027969.0
1075,2018,MONTANA,1.0,0.0,256661.0,233284.0
1076,2018,NEBRASKA,3.0,0.0,432077.0,264493.0
1077,2018,NEVADA,1.0,3.0,439727.0,491272.0
1078,2018,NEW HAMPSHIRE,0.0,2.0,248986.0,311242.0
1079,2018,NEW JERSEY,1.0,11.0,1198664.0,1856819.0
1080,2018,NEW MEXICO,0.0,3.0,264701.0,404026.0
1081,2018,NEW YORK,3.0,24.0,1639593.0,3760566.0
1082,2018,NORTH CAROLINA,10.0,3.0,1846041.0,1771061.0
1083,2018,NORTH DAKOTA,1.0,0.0,193568.0,0.0
1084,2018,OHIO,12.0,4.0,2291333.0,2082684.0
1085,2018,OKLAHOMA,4.0,1.0,730531.0,428452.0
1086,2018,OREGON,1.0,4.0,702531.0,1061412.0
1087,2018,PENNSYLVANIA,9.0,9.0,2206260.0,2712665.0
1088,2018,RHODE ISLAND,0.0,2.0,129838.0,242575.0
1089,2018,SOUTH CAROLINA,5.0,2.0,927494.0,758340.0
1090,2018,SOUTH DAKOTA,1.0,0.0,202446.0,120816.0
1091,2018,TENNESSEE,7.0,2.0,1279655.0,846450.0
1092,2018,TEXAS,23.0,13.0,4135359.0,3852752.0
1093,2018,UTAH,3.0,1.0,617307.0,374009.0
1094,2018,VERMONT,0.0,1.0,70705.0,188547.0
1095,2018,VIRGINIA,4.0,7.0,1408701.0,1867061.0
1096,2018,WASHINGTON,3.0,7.0,1048712.0,1888593.0
1097,2018,WEST VIRGINIA,3.0,0.0,337146.0,234568.0
1098,2018,WISCONSIN,5.0,3.0,1172964.0,1367492.0
1099,2018,WYOMING,1.0,0.0,127963.0,59903.0
1100,2020,ALABAMA,6.0,1.0,1416012.0,608809.0
1101,2020,ALASKA,1.0,0.0,192126.0,159856.0
1102,2020,ARIZONA,4.0,5.0,1638516.0,1629318.0
1103,2020,ARKANSAS,4.0,0.0,828266.0,330485.0
1104,2020,CALIFORNIA,11.0,42.0,5640667.0,11084234.0
1105,2020,COLORADO,3.0,4.0,1378248.0,1679052.0
1106,2020,CONNECTICUT,0.0,5.0,676650.0,1022792.0
1107,2020,DELAWARE,0.0,1.0,196392.0,281382.0
1108,2020,DISTRICT OF COLUMBIA,0.0,1.0,0.0,299388.0
1109,2020,FLORIDA,16.0,11.0,5469163.0,4942287.0
1110,2020,GEORGIA,8.0,6.0,2490396.0,2393089.0
1111,2020,HAWAII,0.0,2.0,155215.0,354762.0
1112,2020,IDAHO,2.0,0.0,561405.0,255531.0
1113,2020,ILLINOIS,5.0,13.0,2416929.0,3355487.0
1114,2020,INDIANA,7.0,2.0,1738745.0,1194901.0
1115,2020,IOWA,3.0,1.0,859418.0,762271.0
1116,2020,KANSAS,3.0,1.0,775898.0,557258.0
1117,2020,KENTUCKY,5.0,1.0,1363964.0,735419.0
1118,2020,LOUISIANA,5.0,1.0,1369788.0,727402.0
1119,2020,MAINE,0.0,2.0,340236.0,468978.0
1120,2020,MARYLAND,1.0,7.0,1028150.0,1912740.0
1121,2020,MASSACHUSETTS,0.0,9.0,699001.0,2482596.0
1122,2020,MICHIGAN,7.0,7.0,2617881.0,2688527.0
1123,2020,MINNESOTA,4.0,4.0,1474820.0,1097777.0
1124,2020,MISSISSIPPI,3.0,1.0,806832.0,421014.0
1125,2020,MISSOURI,6.0,2.0,1723982.0,1172135.0
1126,2020,MONTANA,1.0,0.0,339169.0,262340.0
1127,2020,NEBRASKA,3.0,0.0,585234.0,326018.0
1128,2020,NEVADA,1.0,3.0,633827.0,665526.0
1129,2020,NEW HAMPSHIRE,0.0,2.0,354045.0,413895.0
1130,2020,NEW JERSEY,2.0,10.0,1843047.0,2539128.0
1131,2020,NEW MEXICO,1.0,2.0,407786.0,495781.0
1132,2020,NEW YORK,8.0,19.0,2696821.0,4728613.0
1133,2020,NORTH CAROLINA,8.0,5.0,2631336.0,2660535.0
1134,2020,NORTH DAKOTA,1.0,0.0,245229.0,0.0
1135,2020,OHIO,12.0,4.0,3252887.0,2451500.0
1136,2020,OKLAHOMA,5.0,0.0,1044175.0,475731.0
1137,2020,OREGON,1.0,4.0,966786.0,1285339.0
1138,2020,PENNSYLVANIA,9.0,9.0,3432595.0,3346712.0
1139,2020,RHODE ISLAND,0.0,2.0,109894.0,312636.0
1140,2020,SOUTH CAROLINA,6.0,1.0,1412684.0,1076799.0
1141,2020,SOUTH DAKOTA,1.0,0.0,321984.0,0.0
1142,2020,TENNESSEE,7.0,2.0,1685255.0,1105537.0
1143,2020,TEXAS,23.0,13.0,5926712.0,4896673.0
1144,2020,UTAH,4.0,0.0,873347.0,505946.0
1145,2020,VERMONT,0.0,1.0,95830.0,238827.0
1146,2020,VIRGINIA,4.0,7.0,2047635.0,2253974.0
1147,2020,WASHINGTON,3.0,7.0,1545436.0,2340356.0
1148,2020,WEST VIRGINIA,3.0,0.0,514268.0,246903.0
1149,2020,WISCONSIN,5.0,3.0,1661399.0,1566671.0
1150,2020,WYOMING,1.0,0.0,185732.0,66576.0
1151,2022,ALABAMA,6.0,1.0,942393.0,318540.0
1152,2022,ARIZONA,6.0,3.0,1324961.0,1004462.0
1153,2022,ARKANSAS,4.0,0.0,598000.0,271771.0
1154,2022,CALIFORNIA,12.0,40.0,3859666.0,6743737.0
1155,2022,COLORADO,3.0,5.0,1050960.0,1365427.0
1156,2022,FLORIDA,20.0,8.0,4271197.0,2905702.0
1157,2022,GEORGIA,9.0,5.0,2044802.0,1863870.0
1158,2022,ILLINOIS,3.0,14.0,1768782.0,2271361.0
1159,2022,MARYLAND,1.0,7.0,690463.0,1291446.0
1160,2022,MASSACHUSETTS,0.0,9.0,706790.0,1636400.0
1161,2022,MICHIGAN,6.0,7.0,2083361.0,2184504.0
1162,2022,MINNESOTA,4.0,4.0,1200855.0,778745.0
1163,2022,NEW JERSEY,3.0,9.0,1160260.0,1416422.0
1164,2022,NEW YORK,8.0,18.0,2233120.0,3028115.0
1165,2022,NORTH CAROLINA,7.0,7.0,1956906.0,1795170.0
1166,2022,PENNSYLVANIA,8.0,9.0,2702262.0,2436919.0
1167,2022,TENNESSEE,8.0,1.0,1099462.0,581902.0
1168,2022,TEXAS,25.0,13.0,4559280.0,2999053.0
1169,2022,VIRGINIA,5.0,6.0,1462049.0,1572296.0
1170,2022,WASHINGTON,2.0,8.0,1261961.0,1751582.0
1171,2022,WISCONSIN,6.0,2.0,1403080.0,1012955.0
1172,2022,CONNECTICUT,0.0,5.0,521387.0,712823.0
1173,2022,HAWAII,0.0,2.0,124091.0,271953.0
1174,2022,IDAHO,2.0,0.0,395351.0,180997.0
1175,2022,INDIANA,7.0,2.0,1108351.0,716348.0
1176,2022,IOWA,4.0,0.0,677857.0,526460.0
1177,2022,KANSAS,3.0,1.0,569567.0,425322.0
1178,2022,KENTUCKY,5.0,1.0,953296.0,490921.0
1179,2022,LOUISIANA,5.0,1.0,773702.0,318932.0
1180,2022,MAINE,0.0,2.0,1275405.0,1384889.0
1181,2022,MISSISSIPPI,3.0,1.0,454329.0,251202.0
1182,2022,MISSOURI,6.0,2.0,1223617.0,794978.0
1183,2022,MONTANA,2.0,0.0,245081.0,158745.0
1184,2022,NEBRASKA,3.0,0.0,414599.0,235572.0
1185,2022,NEVADA,1.0,3.0,515535.0,480774.0
1186,2022,NEW HAMPSHIRE,0.0,2.0,277808.0,339027.0
1187,2022,NEW MEXICO,0.0,3.0,316352.0,387665.0
1188,2022,OHIO,10.0,5.0,2318993.0,1790614.0
1189,2022,OKLAHOMA,5.0,0.0,760639.0,356988.0
1190,2022,OREGON,2.0,4.0,851991.0,1012725.0
1191,2022,RHODE ISLAND,0.0,2.0,150024.0,201750.0
1192,2022,SOUTH CAROLINA,6.0,1.0,1056078.0,517129.0
1193,2022,UTAH,4.0,0.0,670924.0,342078.0
1194,2022,WEST VIRGINIA,2.0,0.0,312004.0,149706.0
1195,2022,ALASKA,0.0,1.0,129379.0,128553.0
1196,2022,DELAWARE,0.0,1.0,138201.0,178416.0
1197,2022,NORTH DAKOTA,1.0,0.0,148399.0,0.0
1198,2022,SOUTH DAKOTA,1.0,0.0,253821.0,0.0
1199,2022,VERMONT,0.0,1.0,78397.0,176494.0
1200,2022,WYOMING,1.0,0.0,132206.0,47250.0
